,explicit_line,explicit_phrase,explicit_label
1789,this one is for the boys in the polos,[],0
1790,entrepreneur niggas and the moguls,['niggas'],1
1791,he could ball with the crew he could solo,[],0
1792,but i think i like him better when he dolo,[],0
1793,and i think i like him better with the fitted cap on,[],0
1794,he ain't even gotta try to put the mack on,[],0
1795,he just gotta give me that look when he give me that look,[],0
1796,then the panties coming off off uh,[],0
1797,excuse me you're a hell of a guy,[],0
1798,you know i really got a thing for american guys,[],0
1799,i mean sigh sickening eyes,[],0
1800,i can tell that you're in touch with your feminine side uh,[],0
1802,somebody please tell 'em who the f i is,[],0
1820,see i need you in my life for me to stay,[],0
1821,know know know know know i know you'll stay,[],0
1822,no no no no no don't go away hey,[],0
1824,don't you hear that heartbeat coming your way,[],0
1825,oh it be like,[],0
1844,my anaconda don't my anaconda don't,[],0
1845,my anaconda don't want none unless you got buns hun,[],0
1846,boy toy named troy used to live in detroit,[],0
1847,big dope dealer money he was getting some coins,"['dope', 'dealer']",1
1848,was in shootouts with the law but he live in a palace,[],0
1849,bought me alexander mcqueen he was keeping me stylish,[],0
1850,now that's real real real,[],0
1851,gun in my purse bitch i came dressed to kill,"['bitch', 'gun']",1
1852,who wanna go first i had 'em pushing daffodils,['daffodils'],1
1853,i'm high as hell i only took a half a pill,"['high', 'pill', 'took', 'half']",1
1854,i'm on some dumb shit,['shit'],1
1855,by the way what he say hey hey,[],0
1856,he can tell i ain't missing no meals hey,[],0
1857,come through and fuck him in my automobile hey,['fuck'],1
1858,let him eat it with his grills he keep telling me to chill,[],0
1859,he keep telling me it's real that he love my sex appeal hey,['keep'],1
1860,he say he don't like 'em boney he want something he can grab hey,[],0
1861,so i pulled up in the jag and i hit him with the jab like hey,[],0
1862,dundddundundddundun hey hey,[],0
1865,oh my gosh look at her butt,"['look', 'butt', 'gosh']",1
1866,oh my gosh look at her butt ohohoh,"['ohohoh', 'look', 'butt', 'gosh']",1
1868,look at her butt look at look at look at,[],0
1869,look at her butt,[],0
1870,this dude named michael used to ride motorcycles,[],0
1871,dick bigger than a tower i ain't talking 'bout eiffel's,"[""ain't"", 'bigger', ""'bout"", 'dick', 'tower', 'talking', ""eiffel's""]",1
1872,real countryass nigga let me play with his rifle,"['countryass', 'let', 'real', 'play', 'rifle', 'nigga']",1
1873,pussy put his ass to sleep now he calling me nyquil,"['sleep', 'pussy', 'now', 'ass', 'nyquil', 'calling', 'put']",1
1874,now that bang bang bang,[],0
1875,i let him hit it 'cause he slang cocaine,"['hit', 'cocaine', 'slang', 'let', ""'cause""]",1
1876,he toss my salad like his name romaine,[],0
1877,and when we done i make him buy me balmain,[],0
1885,so i pulled up in the jag mayweather with the jab like hey,[],0
1891,ohohoh oh my gosh look at her butt,['ohohoh'],1
1894,little in the middle but she got much back,"['back', 'middle', 'much', 'little', 'got']",1
1919,oh my god look at her butt,[],0
1922,don't my anaconda don't,[],0
1923,don't want none unless you got buns hun,[],0
1933,oh my god look at her butt look at look at look at,"['look', 'butt', 'god']",1
1935,yeah he love this fat ass,"['ass', 'love']",1
1936,yeah this one is for my bitches with a fat ass in the fucking club,"['fat', 'fucking', 'bitches', 'club', 'ass', 'one']",1
1937,i said where my fat ass big bitches in the club,"['fat', 'bitches', 'said', 'club', 'big', 'ass']",1
1938,fuck those skinny bitches fuck those skinny bitches in the club,"['fuck', 'skinny', 'club', 'bitches']",1
1939,i wanna see all the big fatass bitches in the motherfucking club,"['bitches', 'club', 'big', 'all', 'fatass', 'wanna', 'see', 'motherfucking']",1
1940,fuck you if you skinny bitches what kyuh,"['fuck', 'skinny', 'kyuh', 'bitches']",1
1941,rrr yeah,[],0
1942,i got a big fat ass,"['fat', 'ass', 'got', 'big']",1
1943,kyuh come on,[],0
1944,hey,[],0
1948,man,[],0
1950,uh,[],0
1951,bitches ain't shit and they ain't saying nothing,"['shit', 'bitches']",1
1952,a hundred motherfuckers can't tell me nothing,['motherfuckers'],1
1953,i beez in the trap beebeez in the trap,[],0
1971,uh man i been did that man i been popped off,"['popped', 'man']",1
1972,and if she ain't trying to give it up she get dropped off,[],0
1973,let me bust that uie bitch bust that open,"['bust', 'open', 'let', 'uie', 'bitch']",1
1974,might spend a couple thou' just to bust that open,[],0
1975,rip it off no joking like your name hulk hogan,[],0
1976,niggas move weight in the south but live in hoboken,"['south', 'niggas', 'move', 'hoboken', 'live', 'weight']",1
1977,bitch i spit that crack like i'm in that trap,"['spit', 'crack', 'like', 'trap', ""i'm"", 'bitch']",1
1978,so if you need a hit then i'm with that bat,"[""i'm"", 'need', 'bat', 'hit']",1
1979,bow,[],0
1986,a hundred motherfuckers can't tell me nothing tru,"['nothing', 'hundred', 'tru', ""can't"", 'motherfuckers', 'tell']",1
1991,2 chainz,[],0
1993,okay now nicki nicki nicki put it in your kidney,"['now', 'kidney', 'put', 'nicki']",1
1994,got a new ls 450 ain't no keys in this doohickey,[],0
1995,if i weren't rapping i'd be trapping,[],0
1996,if i weren't trapping i'd be pimping,[],0
1997,if i weren't pimping i'd be getting it period,[],0
1998,i don't smoke no bobby but my denim be from ricky ricky,[],0
1999,got your girl on molly and we smoking loud and drinking drinkin',"[""drinkin'""]",1
2000,got my top back so you can see what i been thinking thinkin',"[""thinkin'""]",1
2001,iif you know me then you know i've been thinking franklin franklin,[],0
2002,money money thousands thousands,[],0
2003,true religion trousers tell 'em,[],0
2004,got a private home started from them public houses damn,[],0
2005,hair weave killer killer causing her arousal tru,[],0
2006,audi a8 told them outtie 5000 uh,[],0
2015,damn damn what they say about me,[],0
2016,i don't know man fuck is on your biscuit,['fuck'],1
2017,if i get hit swinging on a big bitch,['bitch'],1
2018,i don't know man i'm shitting on your whole life,['shitting'],1
2027,man i'm out in texas man i'm out in atown,[],0
2028,then i'm up in chitown or miami shutting it down,[],0
2029,it's that new orleans it's la or the bay,[],0
2030,it's new york philly and the whole dmv,[],0
2031,i'm a detroit player man it's northsouth cack,[],0
2032,ohio pittsburgh got st louis on deck,[],0
2033,it's delaware connecticut it's new jersey got hella bricks,[],0
2034,it's queens brooklyn and yeah they wilding,[],0
2035,bronx harlem and staten island,[],0
2048,all i all i know is there should be no reason,[],0
2049,look at y'all niggas,"[""y'all"", 'niggas', 'look']",1
2051,all i know is there should be no reason,[],0
2052,niggas,['niggas'],1
2054,all i all i know is there should be all i know,[],0
2058,all i know you know and you know,[],0
2061,look at why there's no reason,[],0
2062,look at y'all smoking ass niggas,['niggas'],1
2063,after every pull niggas start choking ass niggas,['niggas'],1
2065,you know why,[],0
2066,nigganigga,['nigganigga'],1
2068,all all i know is there's no reason,[],0
2070,look at y'all bitch ass niggas,"['bitch', 'niggas']",1
2071,stop lying on your dick ass niggas,"['lying', 'niggas', 'dick']",1
2076,all all i know is there's no,[],0
2078,look at y'all looking ass niggas,"['niggas', 'look', 'looking', 'ass', ""y'all""]",1
2079,stop looking at my ass ass niggas,"['ass', 'niggas', 'stop', 'looking']",1
2080,reason,[],0
2082,look at y'all lying ass niggas,"['niggas', 'look', 'ass', ""y'all"", 'lying']",1
2083,talking 'bout it's paid off but it's financed lying ass nigga,"[""'bout"", 'ass', 'financed', 'paid', ""it's"", 'talking', 'nigga', 'lying']",1
2084,bunch of nonmogul ass niggas,"['ass', 'nonmogul', 'niggas', 'bunch']",1
2085,fronting like they got a plan boost mobile ass nigga nigga nigga,"['boost', 'plan', 'like', 'mobile', 'ass', 'nigga', 'fronting', 'got']",1
2086,look at y'all can't get a job,[],0
2087,so you plotting how to rob ass niggas,['niggas'],1
2088,i ain't gotta check for y'all,[],0
2089,but if i'ma check for y'all i'ma need a check from y'all niggas,['niggas'],1
2090,i don't want sex give a fuck about your ex,['fuck'],1
2091,i don't even want a text from y'all niggas,['niggas'],1
2092,i'm raping you niggas,"['niggas', 'raping']",1
2093,look at this pic look at what the fuck i gave to you niggas,"['fuck', 'niggas']",1
2094,ain't feeling these niggas,['niggas'],1
2095,niggas want my time call me clinton i'm billing these niggas,['niggas'],1
2102,look at y'all sharing one bottle in the club,[],0
2103,one bottle full of bub' ass niggas,['niggas'],1
2104,look at y'all non having game ass niggas,"['niggas', 'non']",1
2105,y'all niggas share a chain ass niggas,['niggas'],1
2106,same cup in the hand ass nigga,['nigga'],1
2107,in the club with a credit card scam ass nigga,['nigga'],1
2108,no dick in the pants ass nigga,"['nigga', 'dick']",1
2109,i'll be damned if i fuck a nonman ass nigga,"['nigga', 'fuck']",1
2110,i will i will i will never fuck a nonman ass nigga,"['nigga', 'fuck']",1
2111,i would never lie,[],0
2112,even if that nigga flew me and my bitches all the way out to dubai,"['bitches', 'dubai', 'all', 'nigga', 'way']",1
2113,pussy you dry pussy ass nigga you lie,"['pussy', 'lie', 'ass', 'nigga', 'dry']",1
2114,pussy ass nigga you high,"['nigga', 'pussy', 'high']",1
2115,bitch i'm me hundred on the wrist i ski,"['hundred', 'ski', ""i'm"", 'wrist', 'bitch']",1
2116,art on the wall basqui' fuck who see,"['art', 'fuck', 'see', 'wall', ""basqui'""]",1
2118,look at you fake dope dealers,[],0
2119,know real niggas that be moving weight in them villas,['niggas'],1
2120,talking 'bout ki's say it's ki's in the van,[],0
2121,but he really move grams and he split it with his mans,[],0
2128,pills and potions we're overdosing,"['overdosing', ""we're""]",1
2129,i'm angry but i still love you,[],0
2131,can't stand it but i still love you,[],0
2136,i still love i still love i still love i still love,[],0
2137,i still looove,[],0
2139,i still love,[],0
2144,ayo they could never make me hate you,[],0
2145,even though what you was doing wasn't tasteful,[],0
2146,even though you out here looking so ungrateful,[],0
2147,i'ma keep it movin' be classy and graceful,[],0
2148,i told 'em it's no friends in the game you ain't learn that yet,[],0
2149,all the bridges you came over don't burn that yet,[],0
2150,niggas want respect but niggas ain't earn that yet,"['niggas', ""ain't""]",1
2151,selfrighteous and entitled but they swearing on the bible,[],0
2152,that they love you when really they no different from all your rivals,[],0
2153,but i still don't wish death on 'em i just reflect on 'em,[],0
2170,yo people'll love you and support you when it's beneficial,[],0
2171,i'ma forgive i won't forget but i'ma dead the issue,[],0
2172,soon as you outta niggas lives is when they start to miss you,"['niggas', 'outta']",1
2173,they see you doing good now it's kinda hard to diss you,[],0
2174,niggas be sick when they remember all the bad they wished you,['niggas'],1
2175,niggas be mad when they can't come and live lavish wit' you,['niggas'],1
2176,bububut i sped off in the benzy,[],0
2177,i see the envy when i'm causing a frenzy kyuh,[],0
2178,so i pop pills for 'em rrrah,[],0
2179,cop cribs in the hills on 'em,[],0
2196,i get high off,[],0
2197,your memory,[],0
2202,in due time,[],0
2203,we'll be fine,[],0
2213,demdemdemdem demdem,[],0
2214,demdemdemdem,[],0
2217,uh i'm in my prime optimus,[],0
2218,sagittarius so you know i'm an optimist,[],0
2219,man keep it all real i'm a prophetess okay,[],0
2220,so at least you took an l off your bucket list bucket list,[],0
2221,it's time to make hits and it's time to diss,[],0
2222,how you still dissin' still can't find some hits okay,[],0
2223,was it worth it dummy i ain't mind a bit,[],0
2224,still on that show getting no chips time to dip,[],0
2225,i i i ii ii i okay,[],0
2226,i'm still fly just bagged a white guy okay,[],0
2227,ritchie like guy and i still eat thai,[],0
2228,want the nicki cheat code come on bitch nice try,['bitch'],1
2229,let's be real all you bitches wanna look like me,['bitches'],1
2230,wanna be in demand get booked like me,[],0
2231,wanna run up in the lab and cook like me,[],0
2232,but ain't nan you hoes pussy good like me,"['hoes', 'pussy']",1
2233,pussy so good his ex wanna still fight me,['pussy'],1
2234,face so pretty bitches wish they could slice me,['bitches'],1
2235,she just mad 'cause he never bought her ice like me,[],0
2236,i cut all my niggas off but they would still wife me still wife me,['niggas'],1
2237,rap bitches tell they team make 'em like barbie,['bitches'],1
