words,start,end,transcript,WER,filename
unless your willing to bleed,91.655,94.818,"[{'word': 'unless', 'start': 0.0, 'end': 0.416}, {'word': 'your', 'start': 0.499, 'end': 0.749}, {'word': 'willing', 'start': 0.832, 'end': 1.249}, {'word': 'to', 'start': 1.332, 'end': 1.914}, {'word': 'bleed', 'start': 2.247, 'end': 3.163}]",0.0,37f0a9f1c43c4cfd9598a09806a8f6e0-19.wav
you gotta give love to get love,123.949,127.112,"[{'word': 'you', 'start': 0.0, 'end': 0.125}, {'word': 'gotta', 'start': 0.167, 'end': 0.541}, {'word': 'give', 'start': 0.583, 'end': 0.832}, {'word': 'love', 'start': 0.916, 'end': 1.29}, {'word': 'to', 'start': 1.415, 'end': 1.54}, {'word': 'get', 'start': 1.582, 'end': 1.998}, {'word': 'love', 'start': 2.081, 'end': 3.163}]",0.0,37f0a9f1c43c4cfd9598a09806a8f6e0-27.wav
scatterbrain,28.04,29.59,"[{'word': 'scatterbrain', 'start': 0.0, 'end': 1.55}]",0.0,37f6dc7eb870464faa2908e9d780334f-0.wav
walk on by me,99.89,103.84,"[{'word': 'walk', 'start': 0.0, 'end': 0.4}, {'word': 'on', 'start': 0.45, 'end': 1.2}, {'word': 'by', 'start': 1.25, 'end': 2.05}, {'word': 'me', 'start': 2.1, 'end': 3.95}]",0.0,37f6dc7eb870464faa2908e9d780334f-12.wav
hey,9.131,9.434,"[{'word': 'hey', 'start': 0.0, 'end': 0.303}]",0.0,380a3ad90eb5433693d32d5575a271c1-0.wav
yeah,13.568,13.871,"[{'word': 'yeah', 'start': 0.0, 'end': 0.303}]",0.0,380a3ad90eb5433693d32d5575a271c1-1.wav
where will i just be,47.904,50.224,"[{'word': 'where', 'start': 0.0, 'end': 0.303}, {'word': 'will', 'start': 0.454, 'end': 0.706}, {'word': 'i', 'start': 0.757, 'end': 1.16}, {'word': 'just', 'start': 1.362, 'end': 1.614}, {'word': 'be', 'start': 1.816, 'end': 2.32}]",0.0,380a3ad90eb5433693d32d5575a271c1-9.wav
dressing up for stormy weather,56.627,59.804,"[{'word': 'dressing', 'start': 0.0, 'end': 0.404}, {'word': 'up', 'start': 0.454, 'end': 0.756}, {'word': 'for', 'start': 0.857, 'end': 1.009}, {'word': 'stormy', 'start': 1.16, 'end': 2.118}, {'word': 'weather', 'start': 2.269, 'end': 3.177}]",0.0,380a3ad90eb5433693d32d5575a271c1-11.wav
so touch me down in the past,123.383,126.308,"[{'word': 'so', 'start': 0.0, 'end': 0.202}, {'word': 'touch', 'start': 0.303, 'end': 0.757}, {'word': 'me', 'start': 0.858, 'end': 1.311}, {'word': 'down', 'start': 1.362, 'end': 1.765}, {'word': 'in', 'start': 1.866, 'end': 2.169}, {'word': 'the', 'start': 2.219, 'end': 2.471}, {'word': 'past', 'start': 2.622, 'end': 2.925}]",0.0,380a3ad90eb5433693d32d5575a271c1-27.wav
and touch me down in the past,193.215,195.989,"[{'word': 'and', 'start': 0.0, 'end': 0.202}, {'word': 'touch', 'start': 0.303, 'end': 0.656}, {'word': 'me', 'start': 0.858, 'end': 1.21}, {'word': 'down', 'start': 1.362, 'end': 1.715}, {'word': 'in', 'start': 1.765, 'end': 2.068}, {'word': 'the', 'start': 2.118, 'end': 2.32}, {'word': 'past', 'start': 2.421, 'end': 2.774}]",0.0,380a3ad90eb5433693d32d5575a271c1-40.wav
yeah down in the past,203.4,205.165,"[{'word': 'yeah', 'start': 0.0, 'end': 0.252}, {'word': 'down', 'start': 0.303, 'end': 0.706}, {'word': 'in', 'start': 0.757, 'end': 1.059}, {'word': 'the', 'start': 1.11, 'end': 1.311}, {'word': 'past', 'start': 1.412, 'end': 1.765}]",0.0,380a3ad90eb5433693d32d5575a271c1-43.wav
where my mother will last,205.417,207.686,"[{'word': 'where', 'start': 0.0, 'end': 0.353}, {'word': 'my', 'start': 0.353, 'end': 0.555}, {'word': 'mother', 'start': 0.656, 'end': 1.462}, {'word': 'will', 'start': 1.513, 'end': 1.815}, {'word': 'last', 'start': 1.866, 'end': 2.269}]",0.0,380a3ad90eb5433693d32d5575a271c1-44.wav
yeah yeah,212.627,213.686,"[{'word': 'yeah', 'start': 0.0, 'end': 0.454}, {'word': 'yeah', 'start': 0.454, 'end': 1.059}]",0.0,380a3ad90eb5433693d32d5575a271c1-46.wav
i guess before i would have sworn,17.084,19.897,"[{'word': 'i', 'start': 0.0, 'end': 0.188}, {'word': 'guess', 'start': 0.188, 'end': 0.563}, {'word': 'before', 'start': 0.563, 'end': 1.313}, {'word': 'i', 'start': 1.313, 'end': 1.688}, {'word': 'would', 'start': 1.688, 'end': 1.875}, {'word': 'have', 'start': 1.875, 'end': 2.25}, {'word': 'sworn', 'start': 2.25, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-3.wav
maybe this problem points towards,23.084,25.897,"[{'word': 'maybe', 'start': 0.0, 'end': 0.375}, {'word': 'this', 'start': 0.375, 'end': 0.75}, {'word': 'problem', 'start': 0.75, 'end': 1.688}, {'word': 'points', 'start': 1.688, 'end': 2.063}, {'word': 'towards', 'start': 2.063, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-5.wav
and all the words that you said,35.084,37.897,"[{'word': 'and', 'start': 0.0, 'end': 0.188}, {'word': 'all', 'start': 0.188, 'end': 0.375}, {'word': 'the', 'start': 0.375, 'end': 0.75}, {'word': 'words', 'start': 0.75, 'end': 1.5}, {'word': 'that', 'start': 1.5, 'end': 1.875}, {'word': 'you', 'start': 1.875, 'end': 2.25}, {'word': 'said', 'start': 2.25, 'end': 2.812}]",0.0,3812445ef796428586bc3e0695824066-9.wav
are somehow stuck in my mouth,38.084,40.897,"[{'word': 'are', 'start': 0.0, 'end': 0.188}, {'word': 'somehow', 'start': 0.188, 'end': 0.75}, {'word': 'stuck', 'start': 0.75, 'end': 1.5}, {'word': 'in', 'start': 1.5, 'end': 1.875}, {'word': 'my', 'start': 1.875, 'end': 2.25}, {'word': 'mouth', 'start': 2.25, 'end': 2.812}]",0.0,3812445ef796428586bc3e0695824066-10.wav
and this was going so well,41.084,43.897,"[{'word': 'and', 'start': 0.0, 'end': 0.188}, {'word': 'this', 'start': 0.188, 'end': 0.375}, {'word': 'was', 'start': 0.375, 'end': 0.75}, {'word': 'going', 'start': 0.75, 'end': 1.875}, {'word': 'so', 'start': 1.875, 'end': 2.25}, {'word': 'well', 'start': 2.25, 'end': 2.812}]",0.0,3812445ef796428586bc3e0695824066-11.wav
and this is just about as far as i will bend,65.084,69.397,"[{'word': 'and', 'start': 0.0, 'end': 0.188}, {'word': 'this', 'start': 0.188, 'end': 0.375}, {'word': 'is', 'start': 0.375, 'end': 0.75}, {'word': 'just', 'start': 0.75, 'end': 1.313}, {'word': 'about', 'start': 1.313, 'end': 2.063}, {'word': 'as', 'start': 2.063, 'end': 2.25}, {'word': 'far', 'start': 2.25, 'end': 2.813}, {'word': 'as', 'start': 2.813, 'end': 3.188}, {'word': 'i', 'start': 3.188, 'end': 3.375}, {'word': 'will', 'start': 3.375, 'end': 3.75}, {'word': 'bend', 'start': 3.75, 'end': 4.313}]",0.0,3812445ef796428586bc3e0695824066-16.wav
so get your hands of my lepel,71.084,73.897,"[{'word': 'so', 'start': 0.0, 'end': 0.188}, {'word': 'get', 'start': 0.188, 'end': 0.375}, {'word': 'your', 'start': 0.375, 'end': 0.75}, {'word': 'hands', 'start': 0.75, 'end': 1.313}, {'word': 'of', 'start': 1.313, 'end': 1.688}, {'word': 'my', 'start': 1.688, 'end': 2.063}, {'word': 'lepel', 'start': 2.063, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-17.wav
and all the words that you said,89.084,91.897,"[{'word': 'and', 'start': 0.0, 'end': 0.188}, {'word': 'all', 'start': 0.188, 'end': 0.375}, {'word': 'the', 'start': 0.375, 'end': 0.75}, {'word': 'words', 'start': 0.75, 'end': 1.5}, {'word': 'that', 'start': 1.5, 'end': 1.875}, {'word': 'you', 'start': 1.875, 'end': 2.25}, {'word': 'said', 'start': 2.25, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-23.wav
are somehow stuck in my mouth,92.084,94.897,"[{'word': 'are', 'start': 0.0, 'end': 0.188}, {'word': 'somehow', 'start': 0.188, 'end': 0.75}, {'word': 'stuck', 'start': 0.75, 'end': 1.5}, {'word': 'in', 'start': 1.5, 'end': 1.875}, {'word': 'my', 'start': 1.875, 'end': 2.25}, {'word': 'mouth', 'start': 2.25, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-24.wav
and this was going so well,95.084,97.897,"[{'word': 'and', 'start': 0.0, 'end': 0.188}, {'word': 'this', 'start': 0.188, 'end': 0.375}, {'word': 'was', 'start': 0.375, 'end': 0.75}, {'word': 'going', 'start': 0.75, 'end': 1.875}, {'word': 'so', 'start': 1.875, 'end': 2.25}, {'word': 'well', 'start': 2.25, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-25.wav
as i was falling down the stairs,119.084,121.897,"[{'word': 'as', 'start': 0.0, 'end': 0.188}, {'word': 'i', 'start': 0.188, 'end': 0.375}, {'word': 'was', 'start': 0.375, 'end': 0.75}, {'word': 'falling', 'start': 0.75, 'end': 1.688}, {'word': 'down', 'start': 1.688, 'end': 2.063}, {'word': 'the', 'start': 2.063, 'end': 2.25}, {'word': 'stairs', 'start': 2.25, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-29.wav
i guess i heard you yell my name,125.084,127.897,"[{'word': 'i', 'start': 0.0, 'end': 0.188}, {'word': 'guess', 'start': 0.188, 'end': 0.375}, {'word': 'i', 'start': 0.375, 'end': 0.75}, {'word': 'heard', 'start': 0.75, 'end': 1.313}, {'word': 'you', 'start': 1.313, 'end': 1.688}, {'word': 'yell', 'start': 1.688, 'end': 2.063}, {'word': 'my', 'start': 2.063, 'end': 2.25}, {'word': 'name', 'start': 2.25, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-31.wav
you know before,131.084,132.397,"[{'word': 'you', 'start': 0.0, 'end': 0.188}, {'word': 'know', 'start': 0.188, 'end': 0.563}, {'word': 'before', 'start': 0.563, 'end': 1.313}]",0.0,3812445ef796428586bc3e0695824066-33.wav
when all the words that you said,149.084,151.897,"[{'word': 'when', 'start': 0.0, 'end': 0.188}, {'word': 'all', 'start': 0.188, 'end': 0.375}, {'word': 'the', 'start': 0.375, 'end': 0.75}, {'word': 'words', 'start': 0.75, 'end': 1.5}, {'word': 'that', 'start': 1.5, 'end': 1.875}, {'word': 'you', 'start': 1.875, 'end': 2.25}, {'word': 'said', 'start': 2.25, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-39.wav
are somehow stuck in my mouth,152.084,154.897,"[{'word': 'are', 'start': 0.0, 'end': 0.188}, {'word': 'somehow', 'start': 0.188, 'end': 0.75}, {'word': 'stuck', 'start': 0.75, 'end': 1.5}, {'word': 'in', 'start': 1.5, 'end': 1.875}, {'word': 'my', 'start': 1.875, 'end': 2.25}, {'word': 'mouth', 'start': 2.25, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-40.wav
and this was going so well,155.084,157.897,"[{'word': 'and', 'start': 0.0, 'end': 0.188}, {'word': 'this', 'start': 0.188, 'end': 0.375}, {'word': 'was', 'start': 0.375, 'end': 0.75}, {'word': 'going', 'start': 0.75, 'end': 1.875}, {'word': 'so', 'start': 1.875, 'end': 2.25}, {'word': 'well', 'start': 2.25, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-41.wav
is that i always get hit,164.084,166.897,"[{'word': 'is', 'start': 0.0, 'end': 0.188}, {'word': 'that', 'start': 0.188, 'end': 0.375}, {'word': 'i', 'start': 0.375, 'end': 0.75}, {'word': 'always', 'start': 0.75, 'end': 1.875}, {'word': 'get', 'start': 1.875, 'end': 2.25}, {'word': 'hit', 'start': 2.25, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-44.wav
and all the words that you said,173.084,175.897,"[{'word': 'and', 'start': 0.0, 'end': 0.188}, {'word': 'all', 'start': 0.188, 'end': 0.375}, {'word': 'the', 'start': 0.375, 'end': 0.75}, {'word': 'words', 'start': 0.75, 'end': 1.5}, {'word': 'that', 'start': 1.5, 'end': 1.875}, {'word': 'you', 'start': 1.875, 'end': 2.25}, {'word': 'said', 'start': 2.25, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-47.wav
are somehow stuck in my mouth,176.084,178.897,"[{'word': 'are', 'start': 0.0, 'end': 0.188}, {'word': 'somehow', 'start': 0.188, 'end': 0.75}, {'word': 'stuck', 'start': 0.75, 'end': 1.5}, {'word': 'in', 'start': 1.5, 'end': 1.875}, {'word': 'my', 'start': 1.875, 'end': 2.25}, {'word': 'mouth', 'start': 2.25, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-48.wav
i guess i might take it back,179.084,181.897,"[{'word': 'i', 'start': 0.0, 'end': 0.188}, {'word': 'guess', 'start': 0.188, 'end': 0.375}, {'word': 'i', 'start': 0.375, 'end': 0.75}, {'word': 'might', 'start': 0.75, 'end': 1.5}, {'word': 'take', 'start': 1.5, 'end': 1.875}, {'word': 'it', 'start': 1.875, 'end': 2.25}, {'word': 'back', 'start': 2.25, 'end': 2.813}]",0.0,3812445ef796428586bc3e0695824066-49.wav
not gonna work this time,146.054,154.327,"[{'word': 'not', 'start': 0.0, 'end': 0.427}, {'word': 'gonna', 'start': 0.587, 'end': 1.174}, {'word': 'work', 'start': 1.228, 'end': 1.655}, {'word': 'this', 'start': 1.708, 'end': 2.082}, {'word': 'time', 'start': 2.615, 'end': 8.273}]",0.0,381709de8df9429787db4839744d911a-27.wav
ho no,214.796,215.704,"[{'word': 'ho', 'start': 0.0, 'end': 0.481}, {'word': 'no', 'start': 0.534, 'end': 0.908}]",0.0,381709de8df9429787db4839744d911a-37.wav
ho no,216.931,218.052,"[{'word': 'ho', 'start': 0.0, 'end': 0.534}, {'word': 'no', 'start': 0.694, 'end': 1.121}]",0.0,381709de8df9429787db4839744d911a-38.wav
n,219.973,220.294,"[{'word': 'n', 'start': 0.0, 'end': 0.321}]",0.0,381709de8df9429787db4839744d911a-41.wav
although we see the world,78.338,80.758,"[{'word': 'although', 'start': 0.0, 'end': 0.161}, {'word': 'we', 'start': 0.161, 'end': 0.323}, {'word': 'see', 'start': 0.484, 'end': 0.807}, {'word': 'the', 'start': 0.807, 'end': 1.129}, {'word': 'world', 'start': 1.291, 'end': 2.42}]",0.0,38484ad4a2764699aed3b8bf2dabd3f5-16.wav
through different eyes,81.241,83.177,"[{'word': 'through', 'start': 0.0, 'end': 0.162}, {'word': 'different', 'start': 0.162, 'end': 0.807}, {'word': 'eyes', 'start': 0.968, 'end': 1.936}]",0.0,38484ad4a2764699aed3b8bf2dabd3f5-17.wav
i love you,111.241,114.306,"[{'word': 'i', 'start': 0.0, 'end': 0.484}, {'word': 'love', 'start': 0.646, 'end': 1.129}, {'word': 'you', 'start': 1.129, 'end': 3.065}]",0.0,38484ad4a2764699aed3b8bf2dabd3f5-27.wav
surrounded by the ghosts,134.951,136.564,"[{'word': 'surrounded', 'start': 0.0, 'end': 0.645}, {'word': 'by', 'start': 0.645, 'end': 0.807}, {'word': 'the', 'start': 0.968, 'end': 1.29}, {'word': 'ghosts', 'start': 1.29, 'end': 1.613}]",0.0,38484ad4a2764699aed3b8bf2dabd3f5-34.wav
will blow away,163.822,165.758,"[{'word': 'will', 'start': 0.0, 'end': 0.161}, {'word': 'blow', 'start': 0.161, 'end': 0.484}, {'word': 'away', 'start': 0.484, 'end': 1.936}]",0.0,38484ad4a2764699aed3b8bf2dabd3f5-43.wav
i love you,229.951,233.016,"[{'word': 'i', 'start': 0.0, 'end': 0.484}, {'word': 'love', 'start': 0.645, 'end': 1.129}, {'word': 'you', 'start': 1.129, 'end': 3.065}]",0.0,38484ad4a2764699aed3b8bf2dabd3f5-63.wav
he took your soul,38.418,40.022,"[{'word': 'he', 'start': 0.0, 'end': 0.201}, {'word': 'took', 'start': 0.251, 'end': 0.451}, {'word': 'your', 'start': 0.501, 'end': 0.602}, {'word': 'soul', 'start': 0.652, 'end': 1.604}]",0.0,3852f692f72e4c43bbcdb6fe021ea087-1.wav
you need some time,48.288,50.543,"[{'word': 'you', 'start': 0.0, 'end': 0.15}, {'word': 'need', 'start': 0.251, 'end': 0.501}, {'word': 'some', 'start': 0.551, 'end': 0.802}, {'word': 'time', 'start': 0.852, 'end': 2.255}]",0.0,3852f692f72e4c43bbcdb6fe021ea087-4.wav
then you will find,54.851,56.555,"[{'word': 'then', 'start': 0.0, 'end': 0.251}, {'word': 'you', 'start': 0.301, 'end': 0.451}, {'word': 'will', 'start': 0.451, 'end': 0.652}, {'word': 'find', 'start': 0.702, 'end': 1.704}]",0.0,3852f692f72e4c43bbcdb6fe021ea087-6.wav
yet still i wait,127.396,129.1,"[{'word': 'yet', 'start': 0.0, 'end': 0.151}, {'word': 'still', 'start': 0.201, 'end': 0.451}, {'word': 'i', 'start': 0.501, 'end': 0.802}, {'word': 'wait', 'start': 0.852, 'end': 1.704}]",0.0,3852f692f72e4c43bbcdb6fe021ea087-24.wav
for you to see the light,130.402,132.006,"[{'word': 'for', 'start': 0.0, 'end': 0.101}, {'word': 'you', 'start': 0.151, 'end': 0.301}, {'word': 'to', 'start': 0.351, 'end': 0.451}, {'word': 'see', 'start': 0.501, 'end': 0.752}, {'word': 'the', 'start': 0.802, 'end': 0.952}, {'word': 'light', 'start': 1.002, 'end': 1.604}]",0.0,3852f692f72e4c43bbcdb6fe021ea087-25.wav
whenever you need me,165.222,168.028,"[{'word': 'whenever', 'start': 0.0, 'end': 1.052}, {'word': 'you', 'start': 1.152, 'end': 1.453}, {'word': 'need', 'start': 1.503, 'end': 2.305}, {'word': 'me', 'start': 2.405, 'end': 2.806}]",0.0,3852f692f72e4c43bbcdb6fe021ea087-34.wav
whenever you call me,224.891,227.647,"[{'word': 'whenever', 'start': 0.0, 'end': 1.052}, {'word': 'you', 'start': 1.103, 'end': 1.503}, {'word': 'call', 'start': 1.553, 'end': 2.305}, {'word': 'me', 'start': 2.405, 'end': 2.756}]",0.0,3852f692f72e4c43bbcdb6fe021ea087-49.wav
whenever you need me,231.454,234.21,"[{'word': 'whenever', 'start': 0.0, 'end': 1.053}, {'word': 'you', 'start': 1.103, 'end': 1.453}, {'word': 'need', 'start': 1.554, 'end': 2.305}, {'word': 'me', 'start': 2.405, 'end': 2.756}]",0.0,3852f692f72e4c43bbcdb6fe021ea087-51.wav
how it felt before,20.393,23.139,"[{'word': 'how', 'start': 0.0, 'end': 0.469}, {'word': 'it', 'start': 0.804, 'end': 1.139}, {'word': 'felt', 'start': 1.34, 'end': 1.675}, {'word': 'before', 'start': 1.875, 'end': 2.746}]",0.0,385a6dd87b0f42cf89c8bc23bdeda8ae-1.wav
everything is going right,32.179,34.791,"[{'word': 'everything', 'start': 0.0, 'end': 1.005}, {'word': 'is', 'start': 1.072, 'end': 1.272}, {'word': 'going', 'start': 1.339, 'end': 2.009}, {'word': 'right', 'start': 2.143, 'end': 2.612}]",0.0,385a6dd87b0f42cf89c8bc23bdeda8ae-5.wav
it was impossible,67.268,70.148,"[{'word': 'it', 'start': 0.0, 'end': 0.201}, {'word': 'was', 'start': 0.268, 'end': 0.737}, {'word': 'impossible', 'start': 1.072, 'end': 2.88}]",0.0,385a6dd87b0f42cf89c8bc23bdeda8ae-16.wav
if you can be happy for me,123.786,128.608,"[{'word': 'if', 'start': 0.0, 'end': 0.201}, {'word': 'you', 'start': 0.268, 'end': 0.469}, {'word': 'can', 'start': 0.536, 'end': 0.737}, {'word': 'be', 'start': 0.804, 'end': 1.54}, {'word': 'happy', 'start': 1.607, 'end': 2.813}, {'word': 'for', 'start': 3.215, 'end': 3.75}, {'word': 'me', 'start': 3.75, 'end': 4.822}]",0.0,385a6dd87b0f42cf89c8bc23bdeda8ae-32.wav
circles and triangles,129.411,132.291,"[{'word': 'circles', 'start': 0.0, 'end': 0.737}, {'word': 'and', 'start': 0.804, 'end': 1.139}, {'word': 'triangles', 'start': 1.34, 'end': 2.88}]",0.0,385a6dd87b0f42cf89c8bc23bdeda8ae-33.wav
ah ah,155.929,156.666,"[{'word': 'ah', 'start': 0.0, 'end': 0.201}, {'word': 'ah', 'start': 0.536, 'end': 0.737}]",0.0,385a6dd87b0f42cf89c8bc23bdeda8ae-42.wav
ccool,166.643,167.849,"[{'word': 'ccool', 'start': 0.0, 'end': 1.206}]",0.0,385a6dd87b0f42cf89c8bc23bdeda8ae-44.wav
i felt your arms,39.492,40.715,"[{'word': 'i', 'start': 0.0, 'end': 0.245}, {'word': 'felt', 'start': 0.367, 'end': 0.571}, {'word': 'your', 'start': 0.652, 'end': 0.897}, {'word': 'arms', 'start': 0.978, 'end': 1.223}]",0.0,385b40db977a4172b4d53703c63a241b-15.wav
twisting around me,40.877,42.059,"[{'word': 'twisting', 'start': 0.0, 'end': 0.408}, {'word': 'around', 'start': 0.489, 'end': 0.897}, {'word': 'me', 'start': 0.978, 'end': 1.182}]",0.0,385b40db977a4172b4d53703c63a241b-16.wav
you and i got lost in it,49.92,52.161,"[{'word': 'you', 'start': 0.0, 'end': 0.245}, {'word': 'and', 'start': 0.326, 'end': 0.408}, {'word': 'i', 'start': 0.489, 'end': 0.734}, {'word': 'got', 'start': 0.815, 'end': 1.222}, {'word': 'lost', 'start': 1.304, 'end': 1.548}, {'word': 'in', 'start': 1.711, 'end': 1.793}, {'word': 'it', 'start': 1.874, 'end': 2.241}]",0.0,385b40db977a4172b4d53703c63a241b-20.wav
eh,56.845,57.253,"[{'word': 'eh', 'start': 0.0, 'end': 0.408}]",0.0,385b40db977a4172b4d53703c63a241b-23.wav
you and i got lost in it,60.348,62.63,"[{'word': 'you', 'start': 0.0, 'end': 0.245}, {'word': 'and', 'start': 0.326, 'end': 0.408}, {'word': 'i', 'start': 0.489, 'end': 0.734}, {'word': 'got', 'start': 0.815, 'end': 1.222}, {'word': 'lost', 'start': 1.304, 'end': 1.548}, {'word': 'in', 'start': 1.711, 'end': 1.793}, {'word': 'it', 'start': 1.874, 'end': 2.282}]",0.0,385b40db977a4172b4d53703c63a241b-25.wav
and life was never worse,62.711,65.074,"[{'word': 'and', 'start': 0.0, 'end': 0.163}, {'word': 'life', 'start': 0.244, 'end': 0.57}, {'word': 'was', 'start': 0.896, 'end': 1.222}, {'word': 'never', 'start': 1.548, 'end': 2.037}, {'word': 'worse', 'start': 2.118, 'end': 2.363}]",0.0,385b40db977a4172b4d53703c63a241b-26.wav
in wonderland,71.754,73.058,"[{'word': 'in', 'start': 0.0, 'end': 0.244}, {'word': 'wonderland', 'start': 0.326, 'end': 1.304}]",0.0,385b40db977a4172b4d53703c63a241b-30.wav
eh eh eh eh eh,73.709,76.724,"[{'word': 'eh', 'start': 0.0, 'end': 0.408}, {'word': 'eh', 'start': 0.652, 'end': 1.059}, {'word': 'eh', 'start': 1.304, 'end': 1.711}, {'word': 'eh', 'start': 1.956, 'end': 2.363}, {'word': 'eh', 'start': 2.607, 'end': 3.015}]",0.0,385b40db977a4172b4d53703c63a241b-31.wav
in wonderland,76.968,79.901,"[{'word': 'in', 'start': 0.0, 'end': 0.244}, {'word': 'wonderland', 'start': 0.326, 'end': 2.933}]",0.0,385b40db977a4172b4d53703c63a241b-32.wav
in wonderland,82.182,83.486,"[{'word': 'in', 'start': 0.0, 'end': 0.244}, {'word': 'wonderland', 'start': 0.326, 'end': 1.304}]",0.0,385b40db977a4172b4d53703c63a241b-33.wav
eh eh eh eh eh,84.137,87.152,"[{'word': 'eh', 'start': 0.0, 'end': 0.408}, {'word': 'eh', 'start': 0.652, 'end': 1.059}, {'word': 'eh', 'start': 1.304, 'end': 1.711}, {'word': 'eh', 'start': 1.956, 'end': 2.363}, {'word': 'eh', 'start': 2.607, 'end': 3.015}]",0.0,385b40db977a4172b4d53703c63a241b-34.wav
in wonderland,87.396,90.329,"[{'word': 'in', 'start': 0.0, 'end': 0.244}, {'word': 'wonderland', 'start': 0.326, 'end': 2.933}]",0.0,385b40db977a4172b4d53703c63a241b-35.wav
too in love to think straight,94.402,96.358,"[{'word': 'too', 'start': 0.0, 'end': 0.163}, {'word': 'in', 'start': 0.245, 'end': 0.326}, {'word': 'love', 'start': 0.408, 'end': 0.571}, {'word': 'to', 'start': 0.652, 'end': 0.815}, {'word': 'think', 'start': 0.896, 'end': 1.222}, {'word': 'straight', 'start': 1.548, 'end': 1.956}]",0.0,385b40db977a4172b4d53703c63a241b-37.wav
but there were strangers watching,101.612,104.016,"[{'word': 'but', 'start': 0.0, 'end': 0.082}, {'word': 'there', 'start': 0.122, 'end': 0.204}, {'word': 'were', 'start': 0.245, 'end': 0.326}, {'word': 'strangers', 'start': 0.53, 'end': 1.345}, {'word': 'watching', 'start': 1.426, 'end': 2.404}]",0.0,385b40db977a4172b4d53703c63a241b-39.wav
